Rank: 1 | Name: Wii Sports | Platform: Wii Sports | Year: 2006 | Genre: Sports | Publisher: Nintendo | NA_Sales: 41.49 | EU_Sales: 29.02 | JP_Sales: 3.77 | Other_Sales: 8.46 | Global_Sales: 82.74
Rank: 7857 | Name: Rango: The Video Game | Platform: Rango: The Video Game | Year: 2011 | Genre: Action | Publisher: Electronic Arts | NA_Sales: 0.07 | EU_Sales: 0.09 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.19
Rank: 7858 | Name: The Amazing Spider-Man (Console Version) | Platform: The Amazing Spider-Man (Console Version) | Year: 2012 | Genre: Action | Publisher: Activision | NA_Sales: 0.15 | EU_Sales: 0.03 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7859 | Name: "Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan | Platform: "Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan | Year: PSP | Genre: 2009 | Publisher: Adventure | NA_Sales: Sony Computer Entertainment | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.19 | Global_Sales: 0
Rank: 7860 | Name: Hyperdevotion Noire: Goddess Black Heart | Platform: Hyperdevotion Noire: Goddess Black Heart | Year: 2014 | Genre: Role-Playing | Publisher: Idea Factory | NA_Sales: 0.08 | EU_Sales: 0.02 | JP_Sales: 0.06 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7861 | Name: Hexen | Platform: Hexen | Year: 1996 | Genre: Shooter | Publisher: GT Interactive | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7862 | Name: Mace: The Dark Age | Platform: Mace: The Dark Age | Year: 1997 | Genre: Fighting | Publisher: GT Interactive | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7863 | Name: AeroFighters Assault | Platform: AeroFighters Assault | Year: 1997 | Genre: Action | Publisher: Video System | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7864 | Name: Puyo Puyo Sun 64 | Platform: Puyo Puyo Sun 64 | Year: 1997 | Genre: Puzzle | Publisher: Compile | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.16 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7865 | Name: Chou-Kuukan Night Pro Yakyuu King (weekly JP sales) | Platform: Chou-Kuukan Night Pro Yakyuu King (weekly JP sales) | Year: 1996 | Genre: Sports | Publisher: Imagineer | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7866 | Name: Quake | Platform: Quake | Year: 1998 | Genre: Shooter | Publisher: GT Interactive | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7867 | Name: Sesame Street: Elmo's Number Journey | Platform: Sesame Street: Elmo's Number Journey | Year: 1999 | Genre: Misc | Publisher: NewKidCo | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7868 | Name: Disney Magic World 2 | Platform: Disney Magic World 2 | Year: 2015 | Genre: Action | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7869 | Name: Squeeballs Party | Platform: Squeeballs Party | Year: 2009 | Genre: Puzzle | Publisher: Performance Designed Products | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7870 | Name: Tottadoo! Yoiko no Mujintou Seikatsu | Platform: Tottadoo! Yoiko no Mujintou Seikatsu | Year: 2008 | Genre: Adventure | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7871 | Name: Where's Waldo? The Fantastic Journey | Platform: Where's Waldo? The Fantastic Journey | Year: 2009 | Genre: Adventure | Publisher: Ubisoft | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7872 | Name: Family Game Night 4: The Game Show | Platform: Family Game Night 4: The Game Show | Year: 2011 | Genre: Misc | Publisher: Electronic Arts | NA_Sales: 0.13 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7873 | Name: Teenage Mutant Ninja Turtles 2: Battle Nexus | Platform: Teenage Mutant Ninja Turtles 2: Battle Nexus | Year: 2004 | Genre: Action | Publisher: Konami Digital Entertainment | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7874 | Name: Saints Row IV | Platform: Saints Row IV | Year: 2013 | Genre: Action | Publisher: Deep Silver | NA_Sales: 0.11 | EU_Sales: 0.06 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7875 | Name: Fighter Within | Platform: Fighter Within | Year: 2013 | Genre: Fighting | Publisher: Ubisoft | NA_Sales: 0.11 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7876 | Name: Barbie Horse Adventures: Riding Camp | Platform: Barbie Horse Adventures: Riding Camp | Year: 2008 | Genre: Sports | Publisher: Activision | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7877 | Name: SSX Tricky | Platform: SSX Tricky | Year: 2002 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.14 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7878 | Name: Kenka Banchou 4: Ichinen Sensou | Platform: Kenka Banchou 4: Ichinen Sensou | Year: 2010 | Genre: Action | Publisher: Spike | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7879 | Name: Warhammer: Shadow of the Horned Rat | Platform: Warhammer: Shadow of the Horned Rat | Year: 1996 | Genre: Strategy | Publisher: Mindscape | NA_Sales: 0.11 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7880 | Name: Shadows of the Damned | Platform: Shadows of the Damned | Year: 2011 | Genre: Action | Publisher: Electronic Arts | NA_Sales: 0.1 | EU_Sales: 0.06 | JP_Sales: 0.01 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7881 | Name: NBA 2K11 | Platform: NBA 2K11 | Year: 2010 | Genre: Action | Publisher: Take-Two Interactive | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7882 | Name: Pro Yakyuu Team o Tsukurou! | Platform: Pro Yakyuu Team o Tsukurou! | Year: 2008 | Genre: Sports | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7883 | Name: Warriors: Legends of Troy | Platform: Warriors: Legends of Troy | Year: 2011 | Genre: Action | Publisher: Tecmo Koei | NA_Sales: 0.06 | EU_Sales: 0.05 | JP_Sales: 0.07 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7884 | Name: Jeopardy! | Platform: Jeopardy! | Year: 2010 | Genre: Misc | Publisher: THQ | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7885 | Name: ESPN International Track & Field | Platform: ESPN International Track & Field | Year: 2000 | Genre: Sports | Publisher: Konami Digital Entertainment | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7886 | Name: Lunar Legend | Platform: Lunar Legend | Year: 2002 | Genre: Role-Playing | Publisher: Media Rings | NA_Sales: 0.14 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7887 | Name: Conflict: Global Terror | Platform: Conflict: Global Terror | Year: 2005 | Genre: Shooter | Publisher: Eidos Interactive | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7888 | Name: Valhalla Knights 3 | Platform: Valhalla Knights 3 | Year: 2013 | Genre: Role-Playing | Publisher: Xseed Games | NA_Sales: 0.04 | EU_Sales: 0.01 | JP_Sales: 0.12 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7889 | Name: Tamagotchi Party On! | Platform: Tamagotchi Party On! | Year: 2006 | Genre: Misc | Publisher: Namco Bandai Games | NA_Sales: 0.12 | EU_Sales: 0 | JP_Sales: 0.06 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7890 | Name: Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion | Platform: Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion | Year: 2006 | Genre: Misc | Publisher: D3Publisher | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7891 | Name: Brunswick Pro Bowling | Platform: Brunswick Pro Bowling | Year: 2010 | Genre: Sports | Publisher: 505 Games | NA_Sales: 0.1 | EU_Sales: 0.06 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7892 | Name: Shaun White Skateboarding | Platform: Shaun White Skateboarding | Year: 2010 | Genre: Sports | Publisher: Ubisoft | NA_Sales: 0.11 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7893 | Name: Hulk | Platform: Hulk | Year: 2003 | Genre: Action | Publisher: Universal Interactive | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7894 | Name: The Heavy Rain and Beyond: Two Souls Collection | Platform: The Heavy Rain and Beyond: Two Souls Collection | Year: 2016 | Genre: Action | Publisher: Sony Computer Entertainment | NA_Sales: 0 | EU_Sales: 0.16 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7895 | Name: Cabela's Survival: Shadows of Katmai | Platform: Cabela's Survival: Shadows of Katmai | Year: 2011 | Genre: Sports | Publisher: Activision | NA_Sales: 0.11 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7896 | Name: Shaun White Skateboarding | Platform: Shaun White Skateboarding | Year: 2010 | Genre: Sports | Publisher: Ubisoft | NA_Sales: 0.14 | EU_Sales: 0.03 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7897 | Name: Boogie | Platform: Boogie | Year: 2007 | Genre: Misc | Publisher: Electronic Arts | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7898 | Name: Gungrave | Platform: Gungrave | Year: 2002 | Genre: Shooter | Publisher: Activision | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7899 | Name: Phantasy Star Universe | Platform: Phantasy Star Universe | Year: 2006 | Genre: Role-Playing | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7900 | Name: Transworld Surf | Platform: Transworld Surf | Year: 2002 | Genre: Sports | Publisher: Atari | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7901 | Name: God Eater Resurrection | Platform: God Eater Resurrection | Year: 2015 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7902 | Name: Tenchu: Fatal Shadows | Platform: Tenchu: Fatal Shadows | Year: 2004 | Genre: Action | Publisher: Sega | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7903 | Name: Active Health with Carol Vorderman | Platform: Active Health with Carol Vorderman | Year: 2009 | Genre: Sports | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0.18 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7904 | Name: Escape The Museum | Platform: Escape The Museum | Year: 2010 | Genre: Adventure | Publisher: Astragon | NA_Sales: 0.05 | EU_Sales: 0.12 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7905 | Name: The Legend of Spyro: A New Beginning | Platform: The Legend of Spyro: A New Beginning | Year: 2006 | Genre: Platform | Publisher: Vivendi Games | NA_Sales: 0.15 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7906 | Name: International Soccer | Platform: International Soccer | Year: 1981 | Genre: Sports | Publisher: Mattel Interactive | NA_Sales: 0.18 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7907 | Name: Sing4: The Hits Edition | Platform: Sing4: The Hits Edition | Year: 2011 | Genre: Misc | Publisher: Crave Entertainment | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7908 | Name: Jewel Master: Cradle of Athena | Platform: Jewel Master: Cradle of Athena | Year: 2010 | Genre: Puzzle | Publisher: Storm City Games | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7909 | Name: Princess Maker: Yumemiru Yosei | Platform: Princess Maker: Yumemiru Yosei | Year: 1997 | Genre: Strategy | Publisher: Sony Computer Entertainment | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.18 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7910 | Name: Pet Zombies | Platform: Pet Zombies | Year: N/A | Genre: Simulation | Publisher: Majesco Entertainment | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7911 | Name: Big Air | Platform: Big Air | Year: 1999 | Genre: Sports | Publisher: Accolade | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7912 | Name: Shining Force II | Platform: Shining Force II | Year: 1993 | Genre: Strategy | Publisher: Sega | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7913 | Name: Gallop Racer | Platform: Gallop Racer | Year: 1999 | Genre: Sports | Publisher: Tecmo Koei | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.18 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7914 | Name: Harry Potter and the Prisoner of Azkaban | Platform: Harry Potter and the Prisoner of Azkaban | Year: 2004 | Genre: Action | Publisher: Electronic Arts | NA_Sales: 0.14 | EU_Sales: 0.04 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7915 | Name: NASCAR Unleashed | Platform: NASCAR Unleashed | Year: 2011 | Genre: Racing | Publisher: Activision | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7916 | Name: 3rd Super Robot Wars Z Jigoku Hen | Platform: 3rd Super Robot Wars Z Jigoku Hen | Year: 2014 | Genre: Role-Playing | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7917 | Name: Sudoku Gridmaster (JP sales) | Platform: Sudoku Gridmaster (JP sales) | Year: 2006 | Genre: Puzzle | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7918 | Name: Dynasty Warriors Gundam | Platform: Dynasty Warriors Gundam | Year: 2007 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0.15 | EU_Sales: 0.01 | JP_Sales: 0.02 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7919 | Name: Taiko no Tatsujin: Wii U Version! | Platform: Taiko no Tatsujin: Wii U Version! | Year: 2013 | Genre: Misc | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7920 | Name: Monsters vs. Aliens | Platform: Monsters vs. Aliens | Year: 2009 | Genre: Action | Publisher: Activision | NA_Sales: 0.11 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.08 | Global_Sales: 0.19
Rank: 7921 | Name: CSI: Fatal Conspiracy | Platform: CSI: Fatal Conspiracy | Year: 2010 | Genre: Adventure | Publisher: Ubisoft | NA_Sales: 0.11 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7922 | Name: College Slam | Platform: College Slam | Year: 1995 | Genre: Sports | Publisher: Acclaim Entertainment | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7923 | Name: Arcania: Gothic 4 | Platform: Arcania: Gothic 4 | Year: 2010 | Genre: Role-Playing | Publisher: JoWood Productions | NA_Sales: 0.09 | EU_Sales: 0.08 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7924 | Name: Mushroom Men: The Spore Wars | Platform: Mushroom Men: The Spore Wars | Year: 2008 | Genre: Action | Publisher: SouthPeak Games | NA_Sales: 0.17 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7925 | Name: Zumba Fitness Rush | Platform: Zumba Fitness Rush | Year: 2012 | Genre: Sports | Publisher: 505 Games | NA_Sales: 0 | EU_Sales: 0.16 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7926 | Name: Pro Yaky? Spirits 4 | Platform: Pro Yaky? Spirits 4 | Year: 2007 | Genre: Sports | Publisher: Konami Digital Entertainment | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7927 | Name: Pictionary | Platform: Pictionary | Year: 2010 | Genre: Puzzle | Publisher: THQ | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7928 | Name: SoulCalibur Legends | Platform: SoulCalibur Legends | Year: 2007 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0.16 | EU_Sales: 0.01 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7929 | Name: Daigasso! Band Brothers | Platform: Daigasso! Band Brothers | Year: 2004 | Genre: Misc | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7930 | Name: Rise of the Kasai | Platform: Rise of the Kasai | Year: 2005 | Genre: Action | Publisher: Sony Computer Entertainment | NA_Sales: 0.09 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7931 | Name: Thoroughbred Breeder | Platform: Thoroughbred Breeder | Year: 1993 | Genre: Simulation | Publisher: Hect | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7932 | Name: F1 2011 | Platform: F1 2011 | Year: 2011 | Genre: Racing | Publisher: Codemasters | NA_Sales: 0 | EU_Sales: 0.15 | JP_Sales: 0 | Other_Sales: 0.04 | Global_Sales: 0.19
Rank: 7933 | Name: Momotarou Dentetsu World | Platform: Momotarou Dentetsu World | Year: 2010 | Genre: Misc | Publisher: Hudson Soft | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7934 | Name: Nobunaga no Yabou: Souzou | Platform: Nobunaga no Yabou: Souzou | Year: 2013 | Genre: Strategy | Publisher: Tecmo Koei | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7935 | Name: Doctor Who: Return to Earth | Platform: Doctor Who: Return to Earth | Year: 2010 | Genre: Adventure | Publisher: Asylum Entertainment | NA_Sales: 0 | EU_Sales: 0.16 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7936 | Name: The Munchables | Platform: The Munchables | Year: 2009 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0.17 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7937 | Name: We Dance | Platform: We Dance | Year: 2011 | Genre: Misc | Publisher: Nordic Games | NA_Sales: 0 | EU_Sales: 0.17 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7938 | Name: Chibi-Robo! Park Patrol | Platform: Chibi-Robo! Park Patrol | Year: 2007 | Genre: Adventure | Publisher: Unknown | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7939 | Name: Bolt | Platform: Bolt | Year: 2008 | Genre: Adventure | Publisher: Disney Interactive Studios | NA_Sales: 0.12 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7940 | Name: Singstar: Ultimate Party | Platform: Singstar: Ultimate Party | Year: 2014 | Genre: Misc | Publisher: Sony Computer Entertainment Europe | NA_Sales: 0 | EU_Sales: 0.16 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7941 | Name: Mathews Bowhunting | Platform: Mathews Bowhunting | Year: 2010 | Genre: Sports | Publisher: Zoo Games | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7942 | Name: 3rd Super Robot Wars Z: Tengoku-Hen | Platform: 3rd Super Robot Wars Z: Tengoku-Hen | Year: 2015 | Genre: Action | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7943 | Name: One Piece: Unlimited Adventure | Platform: One Piece: Unlimited Adventure | Year: 2007 | Genre: Adventure | Publisher: Namco Bandai Games | NA_Sales: 0.07 | EU_Sales: 0 | JP_Sales: 0.11 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7944 | Name: Remington Super Slam Hunting: North America | Platform: Remington Super Slam Hunting: North America | Year: 2010 | Genre: Sports | Publisher: Mastiff | NA_Sales: 0.18 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7945 | Name: Crash & Spyro Superpack | Platform: Crash & Spyro Superpack | Year: 2005 | Genre: Platform | Publisher: Vivendi Games | NA_Sales: 0.13 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7946 | Name: Earth Defense Force: Insect Armageddon | Platform: Earth Defense Force: Insect Armageddon | Year: 2011 | Genre: Shooter | Publisher: D3Publisher | NA_Sales: 0.1 | EU_Sales: 0.05 | JP_Sales: 0.03 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7947 | Name: Face Training | Platform: Face Training | Year: 2007 | Genre: Misc | Publisher: Nintendo | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7948 | Name: Star Trek: Legacy | Platform: Star Trek: Legacy | Year: N/A | Genre: Simulation | Publisher: Ubisoft | NA_Sales: 0.14 | EU_Sales: 0.03 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7949 | Name: ThunderStrike 2 | Platform: ThunderStrike 2 | Year: 1994 | Genre: Simulation | Publisher: Core Design Ltd. | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7950 | Name: Disney's Meet the Robinsons | Platform: Disney's Meet the Robinsons | Year: 2007 | Genre: Action | Publisher: Disney Interactive Studios | NA_Sales: 0.17 | EU_Sales: 0 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7951 | Name: Call of Duty: World at War | Platform: Call of Duty: World at War | Year: 2008 | Genre: Shooter | Publisher: Activision | NA_Sales: 0.02 | EU_Sales: 0.13 | JP_Sales: 0 | Other_Sales: 0.03 | Global_Sales: 0.19
Rank: 7952 | Name: Pro Yaky? Spirits 2012 | Platform: Pro Yaky? Spirits 2012 | Year: 2012 | Genre: Sports | Publisher: Konami Digital Entertainment | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7953 | Name: Kuma-Tomo | Platform: Kuma-Tomo | Year: 2013 | Genre: Misc | Publisher: Namco Bandai Games | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7954 | Name: Super Real Mahjong P V | Platform: Super Real Mahjong P V | Year: 1995 | Genre: Misc | Publisher: Seta Corporation | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7955 | Name: Thomas the Tank Engine & Friends | Platform: Thomas the Tank Engine & Friends | Year: 2004 | Genre: Adventure | Publisher: N/A | NA_Sales: 0.13 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7956 | Name: Grand Slam Tennis 2 | Platform: Grand Slam Tennis 2 | Year: 2012 | Genre: Sports | Publisher: Electronic Arts | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.02 | Global_Sales: 0.19
Rank: 7957 | Name: Penguin no Mondai X: Tenkuu no 7 Senshi | Platform: Penguin no Mondai X: Tenkuu no 7 Senshi | Year: 2009 | Genre: Action | Publisher: Konami Digital Entertainment | NA_Sales: 0 | EU_Sales: 0 | JP_Sales: 0.19 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7958 | Name: The Scorpion King: Sword of Osiris | Platform: The Scorpion King: Sword of Osiris | Year: 2002 | Genre: Action | Publisher: Vivendi Games | NA_Sales: 0.13 | EU_Sales: 0.05 | JP_Sales: 0 | Other_Sales: 0 | Global_Sales: 0.19
Rank: 7959 | Name: Bubsy 3D | Platform: Bubsy 3D | Year: 1996 | Genre: Platform | Publisher: Accolade | NA_Sales: 0.1 | EU_Sales: 0.07 | JP_Sales: 0 | Other_Sales: 0.01 | Global_Sales: 0.19
Rank: 7960 | Name: Reel Fishing Paradise 3D | Platform: Reel Fishing Paradise 3D | Year: 2011 | Genre: Sports | Publisher: Marvelous Interactive | NA_Sales: 0.12 | EU_Sales: 0 | JP_Sales: 0.06 | Other_Sales: 0.01 | Global_Sales: 0.19
